"cliente";"cpf_cnpj";"uf";"municipio";"municipio_codigo";"data_da_contratacao";"valor_da_operacao_em_reais";"valor_desembolsado_em_reais";"fonte_de_recurso_desembolsos";"modalidade_de_apoio";"forma_de_apoio";"produto";"instrumento_financeiro";"inovacao";"area_operacional";"setor_cnae";"subsetor_cnae_agrupado";"subsetor_cnae_codigo";"subsetor_cnae_nome";"setor_bndes";"subsetor_bndes";"porte_do_cliente";"natureza_do_cliente";"instituicao_financeira_credenciada";"cnpj_do_agente_financeiro";"situacao_da_operacao"
"CURTUME KERN MATTES S/A";"**.*91.928/0001-**";" RS";"PORTAO";4314803;"13/09/2002";"937.170";"1.155.600";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1510600";"CURTIMENTO E OUTRAS PREPARACOES DE COURO";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"BRF S.A.";"**.*38.723/0001-**";" SC";"CONCORDIA";4204301;"13/09/2002";"24.991.200";"24.991.200";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"FARFALLA TEXTIL LTDA.";"**.*01.190/0001-**";" SC";"GASPAR";4205902;"13/09/2002";"780.975";"780.975";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Confec, vestuário e acessórios";"C1420000";"FABRICACAO DE ARTIGOS DE MALHARIA E TRICOTAGEM";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"GUADALAJARA SA INDUSTRIA DE ROUPAS";"**.*26.131/0001-**";" PI";"TERESINA";2211001;"13/09/2002";"3.123.900";"3.861.300";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Confec, vestuário e acessórios";"C1412600";"CONFECCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"FIACAO E TECELAGEM SAO JOSE S/A";"**.*59.005/0001-**";" MG";"BELO HORIZONTE";3106200;"13/09/2002";"1.561.950";"1.561.950";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1320000";"TECELAGEM, EXCETO MALHA";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA";"**.*39.086/0001-**";" PR";"SERTANOPOLIS";4126504;"13/09/2002";"780.975";"780.975";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0100000";"AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS";"AGROPECUÁRIA";"AGROPECUÁRIA";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA";"**.*39.086/0001-**";" PR";"SERTANOPOLIS";4126504;"13/09/2002";"780.975";"950.375";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0100000";"AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS";"AGROPECUÁRIA";"AGROPECUÁRIA";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"EXPORTADORA BOM RETIRO LTDA";"**.*93.660/0001-**";" RO";"PORTO VELHO";1100205;"13/09/2002";"3.123.900";"3.123.900";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1500000";"PREP COURO E FAB DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CAL";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"C S PESQUISAS E PARTICIPACOES INDUSTRIAIS LTDA";"**.*47.175/0001-**";" PR";"APUCARANA";4101408;"13/09/2002";"624.780";"624.780";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1510600";"CURTIMENTO E OUTRAS PREPARACOES DE COURO";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO BRADESCO FINANCIAMENTOS S.A.";"07.207.996.0001-50";"LIQUIDADA"
"COPEBRAS INDUSTRIA LTDA.";"**.*67.202/0001-**";" SP";"CUBATAO";3513504;"13/09/2002";"4.685.850";"5.488.950";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Química";"C2012600";"FABRICACAO DE INTERMEDIARIOS PARA FERTILIZANTES";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"RUETTE SPICES LTDA";"**.*03.221/0001-**";" SP";"MONTE ALEGRE DO SUL";3531209;"13/09/2002";"999.642";"1.128.665";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0119900";"CULT PLANTAS LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE";"AGROPECUÁRIA";"AGROPECUÁRIA";"MÉDIA";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"TOTVS LARGE ENTERPRISE TECNOLOGIA S.A.";"**.*73.077/0001-**";" PR";"CURITIBA";4106902;"13/09/2002";"312.390";"351.067";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2622100";"FABRICACAO DE PERIFERICOS PARA EQUIPAMENTOS DE INFORMATICA";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"TOTVS LARGE ENTERPRISE TECNOLOGIA S.A.";"**.*73.077/0001-**";" PR";"CURITIBA";4106902;"13/09/2002";"1.249.560";"1.249.560";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2622100";"FABRICACAO DE PERIFERICOS PARA EQUIPAMENTOS DE INFORMATICA";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"ESTEVE S/A";"**.*56.878/0001-**";" ES";"VITORIA";3205309;"13/09/2002";"780.975";"980.700";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1042200";"FABRICACAO DE OLEOS VEGETAIS REFINADOS, EXCETO OLEO DE MILHO";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO MODAL S.A.";"30.723.886.0001-62";"LIQUIDADA"
"BOTANICA MADEIRAS LTDA";"**.*98.160/0001-**";" RJ";"RIO DE JANEIRO";3304557;"13/09/2002";"93.717";"108.648";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Madeira";"C1629300";"FAB ARTEF MAD PLHA CORTCA VME MAT TRANCD N ESPEC ANT EXC MOVEL";"INDUSTRIA";"OUTRAS";"MICRO";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"HUBNER INDUSTRIA MECANICA LTDA";"**.*46.276/0001-**";" PR";"ARAUCARIA";4101804;"13/09/2002";"624.780";"731.860";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produto de metal";"C2539001";"SERVICOS DE USINAGEM, TORNEARIA E SOLDA";"INDUSTRIA";"METALURGIA E PRODUTOS";"MÉDIA";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"MERCEDES-BENZ DO BRASIL LTDA.";"**.*04.273/0001-**";" SP";"SAO BERNARDO DO CAMPO";3548708;"13/09/2002";"24.991.200";"31.382.400";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2920400";"FABRICACAO DE CAMINHOES E ONIBUS";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L";"**.*44.354/0001-**";" SP";"LARANJAL PAULISTA";3526407;"16/09/2002";"3.150.600";"3.150.600";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1066000";"FABRICACAO DE ALIMENTOS PARA ANIMAIS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"SINCOL SA INDUSTRIA E COMERCIO";"**.*53.660/0001-**";" SC";"CACADOR";4203006;"16/09/2002";"630.120";"630.120";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Madeira";"C1622600";"FAB ESTRUTURAS DE MADEIRA E ARTIGOS CARPINTARIA PARA CONSTRUCAO";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANCO BRADESCO FINANCIAMENTOS S.A.";"07.207.996.0001-50";"LIQUIDADA"
"ACRINOR ACRILONITRILA DO NORDESTE SA";"**.*46.353/0001-**";" BA";"CAMACARI";2905701;"16/09/2002";"12.602.400";"15.445.200";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Coque, petróleo e combustível";"C1921700";"FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO SANTOS";"58.257.619.0001-66";"LIQUIDADA"
"AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L";"**.*44.354/0001-**";" SP";"LARANJAL PAULISTA";3526407;"16/09/2002";"3.150.600";"3.150.600";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1066000";"FABRICACAO DE ALIMENTOS PARA ANIMAIS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"COCAM CIA DE CAFE SOLUVEL E DERIVADOS";"**.*21.161/0001-**";" SP";"CATANDUVA";3511102;"16/09/2002";"630.120";"791.040";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1081300";"TORREFACAO E MOAGEM DE CAFE";"INDUSTRIA";"ALIMENTO E BEBIDA";"MÉDIA";"PRIVADA";"BANCO FIBRA SA";"58.616.418.0001-08";"LIQUIDADA"
"INDUSTRIAL DE MOVEIS GROBE LTDA";"**.*31.720/0001-**";" SC";"SAO LOURENCO DO OESTE";4216909;"16/09/2002";"157.530";"194.745";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Móveis";"C3101200";"FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA";"**.*77.636/0001-**";" SP";"SAO PAULO";3550308;"16/09/2002";"3.150.600";"3.150.600";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1000000";"FABRICACAO DE PRODUTOS ALIMENTICIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"GNATUS EXPORTACAO DE EQUIPAMENTOS MEDICO ODONTOLOGICOS";"**.*17.736/0001-**";" SP";"RIBEIRAO PRETO";3543402;"16/09/2002";"945.180";"1.155.600";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"COMERCIO E SERVICOS";"Comércio";"G4669900";"COM ATAC MAQ APAR EQUIP NAO ESPECI ANTERIORMENTE, PARTES E PECAS";"COMERCIO/SERVICOS";"COMÉRCIO E SERVIÇOS";"MÉDIA";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"VIENA SIDERURGICA S/A";"**.*09.993/0001-**";" MG";"BELO HORIZONTE";3106200;"16/09/2002";"1.890.360";"2.311.200";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2422900";"PRODUCAO DE LAMINADOS PLANOS DE ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"UNIGEL PLASTICOS S/A";"**.*02.478/0001-**";" BA";"CANDEIAS";2906501;"16/09/2002";"3.150.600";"3.861.300";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Borracha e plástico";"C2221800";"FABRICACAO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLASTICO";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO SANTOS";"58.257.619.0001-66";"LIQUIDADA"
"DINI TEXTIL INDUSTRIA E COMERCIO LTDA.";"**.*38.209/0001-**";" SP";"POA";3539806;"16/09/2002";"203.120";"251.106";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1300000";"FABRICACAO DE PRODUTOS TEXTEIS";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"MÉDIA";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"EVERTIS BRASIL PLASTICOS S/A";"**.*08.517/0001-**";" PR";"QUATRO BARRAS";4120804;"16/09/2002";"1.354.758";"1.674.807";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Borracha e plástico";"C2222600";"FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"EXIN INDUSTRIA E COMERCIO LTDA";"**.*64.086/0001-**";" SP";"COTIA";3513009;"17/09/2002";"309.441";"309.441";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1099600";"FABRICACAO PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"ALIMENTO E BEBIDA";"PEQUENA";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"FRS S/A AGRO AVICOLA INDUSTRIAL";"**.*74.561/0001-**";" RS";"MONTENEGRO";4312401;"17/09/2002";"3.188.400";"3.188.400";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1012102";"ABATE DE PEQUENOS ANIMAIS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO SANTOS";"58.257.619.0001-66";"LIQUIDADA"
"PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA";"**.*65.222/0001-**";" SP";"SAO PAULO";3550308;"17/09/2002";"7.014.480";"8.568.780";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1322700";"TECELAGEM DE FIOS DE FIBRAS TEXTEIS NATURAIS, EXCETO ALGODAO";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"XINGULEDER COUROS LTDA";"**.*12.045/0001-**";" MG";"UBERLANDIA";3170206;"17/09/2002";"6.376.800";"6.376.800";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1510600";"CURTIMENTO E OUTRAS PREPARACOES DE COURO";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"BRASKEM S.A";"**.*50.391/0001-**";" BA";"CAMACARI";2905701;"17/09/2002";"6.376.800";"6.376.800";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Coque, petróleo e combustível";"C1921700";"FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"GAIA IMPORTACAO EXPORTACAO LTDA";"**.*84.401/0001-**";" ES";"LINHARES";3203205;"17/09/2002";"478.260";"577.800";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1099600";"FABRICACAO PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"ALIMENTO E BEBIDA";"MÉDIA";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"CERAMARTE LIMITADA";"**.*07.210/0001-**";" SC";"RIO NEGRINHO";4215000;"17/09/2002";"637.680";"637.680";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Mineral não metálico";"C2341900";"FABRICACAO DE PRODUTOS CERAMICOS REFRATARIOS";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"FEZER INDUSTRIA MECANICA LTDA.";"**.*56.960/0001-**";" SC";"CACADOR";4203006;"17/09/2002";"956.520";"1.155.600";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2869100";"FAB MAQ EQUIP USO INDAL ESPEC NAO ESPECI ANTERIOR PECA ACESS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
